,Oil Temparature,Oil Humidity,Tool Current Flow,FBC,Pressure Set Point,Production Count,Spoilage Count,Speed,Maintenance Faults,time_stamp
16,4.0,429.0,35.257004186148265,95.66593461674267,53619.07202144637,3193.33740693413,3642.6330380441887,74.57012957120307,5.818149470630304,2023-04-11 20:11:07.400629
17,4.0,429.0,54.07459684439454,90.76691295123688,39268.17135360128,3987.4687694300364,3489.812637426202,71.8733100421909,7.046749086897492,2023-04-11 21:11:07.400629
18,4.0,429.0,59.12252811470417,92.80296581472662,40831.51230993873,2575.4025669973607,2207.6834612323673,76.54565659176465,5.056285552866945,2023-04-11 22:11:07.400629
19,4.0,429.0,27.76122627749127,92.33501205110352,45109.36376340617,3269.886706705305,3436.3721453451485,76.89060766621348,8.332358422385411,2023-04-11 23:11:07.400629
20,4.0,429.0,47.676136867039666,96.9628430943159,44271.13220289545,4132.361221760906,2725.8108322387293,75.49627177635871,5.039147380115441,2023-04-12 00:11:07.400629
21,4.0,429.0,25.271155942045773,96.76607117817157,42981.703227673235,3617.5651693497484,3515.7603891907374,72.2145087536478,4.903005158589204,2023-04-12 01:11:07.400629
22,4.0,429.0,39.53241028441183,89.51677876548777,46596.160483211504,3207.5959953974834,4356.106018204901,75.2125892870373,2.039329924466318,2023-04-12 02:11:07.400629
23,4.0,429.0,33.21842296812111,95.00619224851916,44766.0904880717,3864.556173619547,3315.6609029423253,77.30666400058477,6.822318238436801,2023-04-12 03:11:07.400629
24,4.0,429.0,33.87216639503387,92.5320891518546,54101.234710590754,4352.474102251427,2223.0491474741198,75.77397319758427,8.355682732231966,2023-04-12 04:11:07.400629
25,4.0,429.0,3.233310418590252,88.14938910032753,43141.06050303244,4233.462202725515,3012.643399188779,75.41331204479418,3.33008815094472,2023-04-12 05:11:07.400629
26,4.0,429.0,12.489534478124229,93.13883062972039,43805.037672759674,2106.727329825962,3069.9090007258546,77.30768836748217,5.104761849737977,2023-04-12 06:11:07.400629
27,4.0,429.0,59.334592834675746,91.24126875849822,53852.06854274581,4318.628043193186,2773.189514843708,78.75668092359263,2.4990492772177464,2023-04-12 07:11:07.400629
28,4.0,429.0,5.478711924986089,88.7872428246113,45200.94671117133,2548.2793228210503,4300.95351024731,74.60107273723052,3.884761594681388,2023-04-12 08:11:07.400629
29,4.0,429.0,36.18362334521912,87.27361454124869,38857.093085664834,2588.982308016363,3136.2702570348974,74.04144474035891,2.7115696080134937,2023-04-12 09:11:07.400629
30,4.0,429.0,28.019040324019812,90.47713501774348,43468.054995642495,3456.323046953538,2612.2520051841175,71.38129705929019,8.059471230771356,2023-04-12 10:11:07.400629
31,4.0,429.0,7.6740601818771275,97.94155161987433,45510.17486826823,3876.0763876127558,3676.9197218908157,75.92764571199451,1.429612305607172,2023-04-12 11:11:07.400629
32,4.0,429.0,54.582905040822865,98.902600191051,40539.911236276515,3989.9094453963144,3874.4512132043865,76.56538061537007,9.548581701033429,2023-04-12 12:11:07.400629
33,4.0,429.0,62.1320691193226,89.04084262821685,46746.31337248176,3410.7770559676546,3457.941422689018,70.17362418294643,8.104147540737328,2023-04-12 13:11:07.400629
34,4.0,429.0,32.22900935885965,98.40443746893321,52158.26305492791,3290.101884851714,2532.7060639248457,75.86142599417326,9.289413399906241,2023-04-12 14:11:07.400629
35,4.0,429.0,31.869605715658942,96.55564776096897,48024.012402428045,4406.12574793237,3045.4574872997005,74.7845052658615,2.2909414635896015,2023-04-12 15:11:07.400629
36,4.0,429.0,63.961205806342505,94.61934285255755,52005.15830538268,2758.0034503114275,2705.561178849992,72.24412481555704,5.4627944991582496,2023-04-12 16:11:07.400629
37,4.0,429.0,47.53862322785631,98.19951458574981,47423.50261148628,2331.070422146556,4323.422131600687,78.11501158493664,4.5728272197052355,2023-04-12 17:11:07.400629
38,4.0,429.0,7.666363196511089,91.2932149628861,50924.756020881396,3217.9832707528058,2404.526766529167,72.12072039454995,8.093529439482928,2023-04-12 18:11:07.400629
39,4.0,429.0,42.19872568576142,94.49943842916785,49219.24402342591,2164.7766238043005,2812.2099267222316,75.41709977401158,7.929944412336154,2023-04-12 19:11:07.400629
40,4.0,429.0,63.59964988362036,87.17442042056423,54048.576889087846,3886.1525317732044,3076.092923207955,77.10790263841275,8.560121807762803,2023-04-12 20:11:07.400629
41,4.0,429.0,14.530578542892247,91.26102833839624,41161.75257334764,2895.9218658252053,2742.5702591191093,77.52274717568808,1.9020454911444182,2023-04-12 21:11:07.400629
42,4.0,429.0,34.2371117959907,91.48973015192718,53561.88661556525,4350.877797935176,2571.57631127919,73.87445052594693,8.36749893220813,2023-04-12 22:11:07.400629
43,4.0,429.0,45.012835961585594,90.37809892090085,52170.452271786286,2721.8786845981053,2361.163438162224,75.42153752039452,1.5482377494532735,2023-04-12 23:11:07.400629
44,4.0,429.0,2.693205573091296,97.7810935597723,50111.3341624435,3601.6896040847473,2629.1826648342603,71.77100973031428,1.3910710059944997,2023-04-13 00:11:07.400629
45,4.0,429.0,18.921993416949945,97.82177923684394,50967.92583706646,3614.25280103806,4411.404941323448,78.49332213566373,7.026974558970303,2023-04-13 01:11:07.400629
46,4.0,429.0,28.33536441494428,96.06431148685463,38944.0656475038,2663.1146002635105,2256.4441165038857,71.41116522407049,5.390333908852113,2023-04-13 02:11:07.400629
47,4.0,429.0,3.7700977788715595,89.86400117094684,43188.303255149825,3357.1413547670054,2307.1091745352082,78.02473810957181,2.3044798840030776,2023-04-13 03:11:07.400629
48,4.0,429.0,53.72418196542855,90.93279226965974,39273.882614886665,4296.440241322283,2852.1814000717686,78.8764408820658,6.357823788919496,2023-04-13 04:11:07.400629
49,4.0,429.0,26.021718887347213,87.70194957085855,47884.359264393104,3312.7521612474093,2451.186260756053,70.86992949524338,3.6555486212775627,2023-04-13 05:11:07.400629
50,4.0,429.0,26.782989840034897,95.8913756449071,48079.8061320673,3588.365740680639,3162.1245469659093,77.65746776898382,6.066433635116819,2023-04-13 06:11:07.400629
51,4.0,429.0,14.946480566782245,91.30571642940794,51499.009296568154,2358.3268827410134,2157.3209153227167,75.66877137444209,4.282532363222976,2023-04-13 07:11:07.400629
52,4.0,429.0,48.18426628609677,97.57157363015062,50188.69066101342,4240.110132556232,3072.4943145100947,75.12631644444416,1.8968085026076618,2023-04-13 08:11:07.400629
53,4.0,429.0,27.771170224121914,91.30571614192914,45565.63511816996,3106.2476858164537,4106.463658786599,73.19905636513533,6.470820675649135,2023-04-13 09:11:07.400629
54,4.0,429.0,4.599995494956975,95.74694693331132,40104.81122859358,3538.214689750958,3669.6813614036664,70.21194291380421,1.0320797943305928,2023-04-13 10:11:07.400629
55,4.0,429.0,29.638537077410042,88.74518663385086,53428.76354782509,3529.422901117521,2861.107173296595,72.88346401388016,8.762802489723654,2023-04-13 11:11:07.400629
56,4.0,429.0,14.34196579019358,91.35147292241842,46005.072018594095,4403.550541767227,4123.669135954318,76.73093001293569,9.058463417127225,2023-04-13 12:11:07.400629
57,4.0,429.0,37.11730157327339,91.33647046049525,45053.98248196337,4118.599516158093,3970.559020332762,76.97765442235195,4.032463635293459,2023-04-13 13:11:07.400629
58,4.0,429.0,6.471515426140508,92.09731617456303,41537.7417894147,4025.5591910882654,3451.91951705075,76.8512453717805,6.073524134721259,2023-04-13 14:11:07.400629
59,4.0,429.0,60.540798111324236,93.26760654083658,39938.72156291423,3161.381774936822,4146.490143213396,77.76014511438757,8.973637831215344,2023-04-13 15:11:07.400629
60,4.0,429.0,59.014966088021076,88.88268538953722,40349.20871572204,4048.616359889207,4204.109340207392,76.90180337263814,7.575965789975878,2023-04-13 16:11:07.400629
61,4.0,429.0,33.08127718717418,98.60022084658148,41401.06934375147,4183.706993752721,2637.253893141691,73.52756962828278,2.338639290131038,2023-04-13 17:11:07.400629
62,4.0,429.0,53.46925101049605,90.73052462449319,41041.23549724438,2172.2828067945325,2162.4605320747723,74.28124065979587,6.317800704680526,2023-04-13 18:11:07.400629
63,4.0,429.0,56.716376322598904,96.82366782170239,41545.77669413154,4120.062376105081,4084.0118010994756,72.12352816245263,4.351265054699187,2023-04-13 19:11:07.400629
64,4.0,429.0,36.00151361651629,94.33405383025972,44997.31232628306,4307.787831814275,4076.5410233550483,75.55675098291896,7.915580260259569,2023-04-13 20:11:07.400629
65,4.0,429.0,44.272348655510655,91.66615726492104,51091.21450002194,3338.6737370457768,3368.907605631648,77.25887949790588,6.002030209656821,2023-04-13 21:11:07.400629
66,4.0,429.0,13.497846482336959,88.97342364145128,40846.38748722513,4219.216814866433,3445.042699868071,73.08436382845044,7.039477063716229,2023-04-13 22:11:07.400629
67,4.0,429.0,54.64831801696146,97.30040341547861,52504.03826758456,4312.307491494941,4248.66860355334,73.74409020418848,7.103998564534049,2023-04-13 23:11:07.400629
68,4.0,429.0,63.58909002445046,93.42354820133264,47353.335094502036,4402.214150882095,2838.206805006774,78.30936595927457,8.396790065947553,2023-04-14 00:11:07.400629
69,4.0,429.0,13.072312515282617,93.06970874723461,42434.41388937135,3040.221323497035,4341.220224777009,72.4804205776385,6.810555711242257,2023-04-14 01:11:07.400629
70,4.0,429.0,37.54160841369013,92.12550813061296,52542.80599493275,3656.198974554316,2563.656122733055,70.9692493289963,9.17501164048646,2023-04-14 02:11:07.400629
71,4.0,429.0,14.725812915799143,92.028834054116,43212.355728008726,2364.5642777434286,3345.167165986265,78.9719001121294,4.818062189381251,2023-04-14 03:11:07.400629
72,4.0,429.0,43.34371842426114,89.21761953860904,40564.950558796896,2579.4681390543087,2277.059486096259,76.82794797199884,6.938239490880948,2023-04-14 04:11:07.400629
73,4.0,429.0,13.317405447059613,98.76577451553676,40521.25338595079,4216.483399304834,2150.360471463836,78.58019165984192,1.4557174098785126,2023-04-14 05:11:07.400629
74,4.0,429.0,22.525133668169186,97.59985772319232,42210.44626917923,3337.9497392430685,2948.9101771983023,71.50808851828417,5.786688711230852,2023-04-14 06:11:07.400629
75,4.0,429.0,39.623697823264784,87.76453748392179,48712.26849480393,3556.4414483815835,2408.0508810644023,75.35845894759417,5.469718958855636,2023-04-14 07:11:07.400629
76,4.0,429.0,54.84141358713491,88.91067500891,39739.68320338718,2367.1307988260355,3504.2032954547003,78.97642093777988,8.068725794163647,2023-04-14 08:11:07.400629
77,4.0,429.0,29.126660937991637,90.69994554106728,53061.941721991396,2230.587474244267,2608.6243500224737,71.1305337615267,8.033176079503916,2023-04-14 09:11:07.400629
78,4.0,429.0,2.425558464510929,95.90126915218966,51005.887144720604,2279.41325820781,4385.934761788745,77.65229803106679,4.584556594319009,2023-04-14 10:11:07.400629
79,4.0,429.0,38.35878547548134,89.1922366751549,50427.335298170816,2356.4975095238237,3177.755406997684,78.4248808830309,1.576341426637096,2023-04-14 11:11:07.400629
80,4.0,429.0,13.00997099013619,92.10942392881353,45361.86908692137,4016.4115128301264,3037.866425104545,72.07586015919773,7.942119010185294,2023-04-14 12:11:07.400629
81,4.0,429.0,36.83702275306235,94.28779278962453,42817.864412200564,4136.290062442867,3826.533834996747,71.04702322414909,5.797095406404468,2023-04-14 13:11:07.400629
82,4.0,429.0,50.71512757322406,93.63156383354182,52032.74037319346,4231.366482943149,4173.428249402179,78.56725424991653,8.049443430120803,2023-04-14 14:11:07.400629
83,4.0,429.0,63.75273546826942,90.75497596568741,50352.36123146119,2715.663358777349,4332.046161911458,77.54251604125928,3.8704058662137704,2023-04-14 15:11:07.400629
84,4.0,429.0,46.13651575637953,89.63196283468953,47054.52997895976,2322.7632958590398,4161.023295992136,78.10127866906157,5.6970843498344435,2023-04-14 16:11:07.400629
85,4.0,429.0,64.95137826067234,93.40240892600302,41413.57863513461,2155.2268279543737,2796.0565038869986,76.5689786972971,8.29801190813512,2023-04-14 17:11:07.400629
86,4.0,429.0,61.23392206993823,94.55523883017318,48582.097677810074,3398.631619306526,3325.560549037832,70.18707472627997,2.6032287409234627,2023-04-14 18:11:07.400629
87,4.0,429.0,32.38471557222393,90.75107110007092,39880.36367500703,3495.8522572878,3334.3763698978078,78.38547388829603,1.3934982061568029,2023-04-14 19:11:07.400629
88,4.0,429.0,9.565169927031322,96.01711159573263,53923.93177915867,3346.4808786227495,4355.821102882701,70.68852264729546,5.4250792373939145,2023-04-14 20:11:07.400629
89,4.0,429.0,17.538297011980138,93.9140022030454,49265.67618792615,2379.163723278107,4399.063746639129,70.0747098902988,8.901757361645448,2023-04-14 21:11:07.400629
90,4.0,429.0,55.2541512616601,94.16883546166098,43797.460315001554,3474.3003757405713,3275.6474448066583,78.11121931891209,4.793407477682865,2023-04-14 22:11:07.400629
91,4.0,429.0,36.89866322054671,93.72228638774756,41845.78017637558,4106.044015153389,3999.9442041913962,78.85501115881814,2.6800605942365343,2023-04-14 23:11:07.400629
92,4.0,429.0,62.45621464886473,94.03889516017229,39954.31282392261,4331.589962147824,2223.553041911963,75.0891763591515,1.1911740527097803,2023-04-15 00:11:07.400629
93,4.0,429.0,53.89858623964141,96.43194571438481,49277.90445004685,3772.9313439741704,2774.516387627547,74.9778574592388,9.71224955545127,2023-04-15 01:11:07.400629
94,4.0,429.0,35.25674043060378,96.8815069220693,43959.2858762651,4302.2768938994195,2884.5023935315703,75.74862117446106,1.6196887236618718,2023-04-15 02:11:07.400629
95,4.0,429.0,26.661878059336956,90.1057197612167,50947.30986927508,2142.2837881440573,2821.646945817543,70.5955526514904,3.348169595554876,2023-04-15 03:11:07.400629
96,4.0,429.0,21.1236485726588,89.30042513386587,54100.31751087072,4350.695970924619,2999.5828000608262,78.14405270878002,4.772869412627413,2023-04-15 04:11:07.400629
97,4.0,429.0,2.5822894094017452,95.45276446249736,46788.833223123685,3637.654806503261,3575.751512455696,71.23351542326755,3.905553866107905,2023-04-15 05:11:07.400629
98,4.0,429.0,62.51085180670074,90.12409857579637,43166.659209836864,4155.711598920603,2564.7686245793275,75.62372463370626,5.0048273617712,2023-04-15 06:11:07.400629
99,4.0,429.0,51.08232384131011,90.96418482904616,43116.09885462205,2200.763404378462,3536.8108010922724,76.99995917244145,6.032590572482335,2023-04-15 07:11:07.400629
100,4.0,429.0,59.415464500007474,88.16151176933165,49758.88570821749,3791.8044262046296,3850.1294877494292,71.32003642838093,9.768900974040774,2023-04-15 08:11:07.400629
101,4.0,429.0,31.013853082389176,94.79552753315824,44530.5073755706,3682.5310502769557,2130.3485085950674,75.73048093939079,3.727788427847797,2023-04-15 09:11:07.400629
102,4.0,429.0,46.23776822758732,88.69175173343031,51425.35912189725,2859.6557507519274,4377.377668031215,77.40742029594804,5.831947715498041,2023-04-15 10:11:07.400629
103,4.0,429.0,23.52833266850729,90.7419544664342,39535.84769317879,2915.730223386345,3858.9315264849347,73.14153689016074,7.295278975079681,2023-04-15 11:11:07.400629
104,4.0,429.0,24.24366485515458,97.6343032470274,50056.29345762046,2269.3990449270445,3876.000519497972,70.52546053173485,1.3079881133550062,2023-04-15 12:11:07.400629
105,4.0,429.0,13.841380533436247,98.6375834891198,51379.25578079192,3504.638829117813,4004.5625774996242,73.06056419146125,4.801701314268212,2023-04-15 13:11:07.400629
106,4.0,429.0,31.322825365825942,88.09072126317145,50432.42325699911,3105.7393251983153,2724.392099595496,76.46389945026044,8.942742144984749,2023-04-15 14:11:07.400629
107,4.0,429.0,21.21937244495597,90.79346681746449,46104.28780178763,4266.178397623968,4426.036640024478,74.20807658216802,5.115118649899192,2023-04-15 15:11:07.400629
108,4.0,429.0,11.231365430012659,87.54646870886398,44734.717899403855,3647.3001125360424,3310.1144490430406,70.10948828601693,6.388722826453217,2023-04-15 16:11:07.400629
109,4.0,429.0,13.608976760563989,88.45430601304552,39740.315112447104,4422.945350234921,3666.369216903311,73.98082900784702,6.968846691095951,2023-04-15 17:11:07.400629
110,4.0,429.0,39.06322684913806,88.28601465103932,44464.33764902468,3664.5718518378562,4367.291556752853,72.38670867529461,9.730294540278907,2023-04-15 18:11:07.400629
111,4.0,429.0,20.00055429893973,92.72313016537564,42862.7245997699,2325.5821240356604,2758.545481619575,76.73748098669199,2.370041487294488,2023-04-15 19:11:07.400629
112,4.0,429.0,37.864948156788785,87.80656999400415,53334.88549516907,4185.374777686043,2913.3527891838185,70.86933092512803,2.8029935229480585,2023-04-15 20:11:07.400629
113,4.0,429.0,42.76395785498994,93.50920834046188,46471.058197016624,3456.586083026863,2873.068775274769,78.54133627634015,1.3499486551433804,2023-04-15 21:11:07.400629
114,4.0,429.0,29.93159210064719,96.07827566119575,50531.77244984958,3966.8657758966674,4309.4467932477255,73.58471620840717,1.33227758743464,2023-04-15 22:11:07.400629
115,4.0,429.0,29.637130220761122,89.07715275124677,46605.258795942864,3674.0874785278793,4422.068737720199,75.28256099588087,9.72512305126847,2023-04-15 23:11:07.400629
116,4.0,429.0,36.630037647129214,88.85997828144005,46211.88114027991,2213.1414162366646,3365.9542046731895,72.69283312694158,6.415171188177639,2023-04-16 00:11:07.400629
117,4.0,429.0,1.2659018397433068,88.78898049083166,40607.85298138138,3104.735600611206,3290.7155301644843,70.84413269707079,8.19184092741055,2023-04-16 01:11:07.400629
118,4.0,429.0,36.80521027311477,91.87097932901476,41367.41684408465,2491.730825915979,4190.42604203986,71.24210581494198,9.61429973112209,2023-04-16 02:11:07.400629
119,4.0,429.0,40.33904977520189,98.2484244314479,44986.47096509918,3007.7796608884473,3084.612548588352,70.91165523529236,8.957673168735852,2023-04-16 03:11:07.400629
120,4.0,429.0,36.02827054221263,98.7743031617332,54031.46703217801,3030.1321570032915,3223.409957737449,76.72391270697227,8.049130308762326,2023-04-16 04:11:07.400629
121,4.0,429.0,23.94341037480638,98.53212945300794,47074.31596150412,2496.8341760936632,2220.4679228186046,72.69418909949286,1.601277495004805,2023-04-16 05:11:07.400629
122,4.0,429.0,48.54673916859669,89.6769541419243,47925.83739712914,3875.3010419662555,3026.6578563286025,76.7908692303115,5.857978951536792,2023-04-16 06:11:07.400629
123,4.0,429.0,3.3196879077325114,91.16905858012177,46574.112136829244,2490.400136861208,3954.476325674822,71.95128154248022,6.414193796276739,2023-04-16 07:11:07.400629
124,4.0,429.0,11.074210037429097,96.01090242294634,49133.102470554615,2586.7625265870965,3633.3701598205744,72.29638865782067,8.779235549731663,2023-04-16 08:11:07.400629
125,4.0,429.0,17.6408851343545,93.56720583902296,52489.33125993283,2307.758615587329,4256.225855665907,75.27742283193763,6.147663725196786,2023-04-16 09:11:07.400629
126,4.0,429.0,50.08031883678663,96.32414798344453,43566.14880195355,3634.2039791405246,4405.02199677214,78.53921568362148,2.583544349191646,2023-04-16 10:11:07.400629
127,4.0,429.0,38.34271121977805,98.23528706160955,50245.03630677893,2671.0775150148565,4158.408188144918,77.1887694156219,6.6917464465193035,2023-04-16 11:11:07.400629
128,4.0,429.0,5.033033302353113,87.92096173308646,50727.56184706437,4129.884065021957,3011.5863543144687,74.24556828198193,3.6063888761101563,2023-04-16 12:11:07.400629
129,4.0,429.0,45.3206598512751,97.37316953814887,42144.59235229294,2983.1423034291065,3445.835785999001,77.34424315461733,8.729152088284593,2023-04-16 13:11:07.400629
130,4.0,429.0,4.141375996533464,98.94664236714922,46058.55301756847,2126.787464683742,4057.6369830948197,78.87223882316587,3.3161294182376424,2023-04-16 14:11:07.400629
131,4.0,429.0,45.492776254072815,94.11883087397428,48271.104089373526,4354.376915157722,4364.563231386175,74.3871804313765,2.3829567129995093,2023-04-16 15:11:07.400629
132,4.0,429.0,48.38586547896333,91.40398382404587,44475.21676697578,2163.6253350129955,3550.4002961117194,70.22092251901378,1.3737313887265121,2023-04-16 16:11:07.400629
133,4.0,429.0,55.329552297729904,98.2110346405624,42497.105162540196,2680.279595168355,3175.7143230885695,74.24499845508217,5.169389640471375,2023-04-16 17:11:07.400629
134,4.0,429.0,31.68077915912835,90.96457457428953,45150.46558337336,4249.62186445151,3886.9181734069725,73.34653883661073,4.440897147344104,2023-04-16 18:11:07.400629
135,4.0,429.0,52.38284427476368,90.38490969262163,45968.07050483622,2431.8852754318696,2117.639342107037,75.13751817183757,8.990309677058146,2023-04-16 19:11:07.400629
136,4.0,429.0,8.208361120902117,90.82856810322917,48099.53172099988,2131.015298210194,2616.5366825194324,74.45995251742539,6.66900548087019,2023-04-16 20:11:07.400629
137,4.0,429.0,64.21507919373205,94.15722261962276,47029.45010114837,3267.46455722707,2482.5250066298213,73.29769206551346,4.379438344502778,2023-04-16 21:11:07.400629
138,4.0,429.0,4.919199391631858,89.50559897238055,51437.89451734442,3612.945162816406,4401.547793883205,71.25672928859305,3.879115302682006,2023-04-16 22:11:07.400629
139,4.0,429.0,17.32346336518317,89.1089383611143,47530.37175072986,3908.8159370108824,3010.7777576645676,76.40253255508944,7.642974576945569,2023-04-16 23:11:07.400629
140,4.0,429.0,29.862208200253686,88.5248973211251,51460.9466307694,2548.483178576515,3025.642808689092,74.89933493986132,3.538947863578435,2023-04-17 00:11:07.400629
141,4.0,429.0,15.113863536531762,95.19866521325949,53888.008945733935,4253.612883770524,2332.8857327609057,77.10856245338304,8.087273412828395,2023-04-17 01:11:07.400629
142,4.0,429.0,46.90164877360046,90.34154824823987,40926.24050120875,3931.524911445181,2691.66233725158,77.87202742734218,2.080637868504484,2023-04-17 02:11:07.400629
143,4.0,429.0,1.1116663829157618,90.86776696314729,48727.48766596915,3870.3820451546153,2623.726991443418,74.81015805349307,6.3842588734123975,2023-04-17 03:11:07.400629
144,4.0,429.0,5.357605415925519,90.09288389437368,42696.32695936598,2731.755916905964,2827.6538132858536,71.14949479966211,3.0007236674422932,2023-04-17 04:11:07.400629
145,4.0,429.0,46.88556671056364,96.82249655886794,41479.407286186244,3379.1014573863717,3884.0683261556005,71.99100118678005,4.321795576140271,2023-04-17 05:11:07.400629
146,4.0,429.0,56.444646302392044,98.10308403904305,52058.086525414416,2846.2893097929773,3759.438724470554,70.23305850754139,8.1026246647511,2023-04-17 06:11:07.400629
147,4.0,429.0,50.16041127560203,87.6550672258411,52280.04661827642,3861.4472525497777,2995.6507774774254,76.53666988837922,9.635586194801798,2023-04-17 07:11:07.400629
148,4.0,429.0,24.823599494648132,93.57360490764219,48313.22982625182,2570.1598823645645,4406.323597454135,70.23575509530076,6.506393040158816,2023-04-17 08:11:07.400629
149,4.0,429.0,36.70738036025859,93.24513865343874,42964.89611443616,4430.518617309188,3969.955028122657,78.19521595069476,7.024589645037693,2023-04-17 09:11:07.400629
150,4.0,429.0,32.86044005071873,91.38044957370171,39574.14765263897,3189.2333718250884,2226.5356591002155,78.39111846795177,5.05474419872383,2023-04-17 10:11:07.400629
151,4.0,429.0,19.09123749751885,93.28261980054586,44410.75771723405,2655.438262216653,3688.769767204264,71.28291777796716,8.962534035467149,2023-04-17 11:11:07.400629
152,4.0,429.0,52.79754421649758,98.88635068261478,45751.75590681043,2360.3380840090117,3138.730325801376,76.59587261268524,9.84113157540339,2023-04-17 12:11:07.400629
153,4.0,429.0,25.74974331352738,93.03349578811084,51191.67397886103,3636.67237026944,2505.8389542276864,70.95062089580898,1.9301560448296105,2023-04-17 13:11:07.400629
154,4.0,429.0,59.624307055402085,90.49307386555088,44892.076435889474,2807.7190177491284,3632.5799430492566,76.86255363190564,6.436123748454316,2023-04-17 14:11:07.400629
155,4.0,429.0,39.283524979752315,89.42095124941586,52476.48148838739,4050.977691756273,3814.9714917235688,72.89577390277273,1.7630456493125906,2023-04-17 15:11:07.400629
156,4.0,429.0,17.162777003678443,97.00062121508068,41649.26746255943,3429.5372927223752,2766.852927072178,78.87740264085942,6.686429522431409,2023-04-17 16:11:07.400629
157,4.0,429.0,44.57409304498707,94.93460017797419,46190.107457976446,3177.782512413622,3398.283080552566,76.70500243260432,5.483737444960902,2023-04-17 17:11:07.400629
158,4.0,429.0,59.8120128652565,98.83575960969819,43543.146616764054,3975.556244383427,3294.8047220687167,71.14763487140337,5.859480831745149,2023-04-17 18:11:07.400629
159,4.0,429.0,25.062936762969247,92.17352176778947,43969.28195887947,3007.825791239721,2757.39205674022,75.23964602852816,5.825735757622654,2023-04-17 19:11:07.400629
160,4.0,429.0,25.819358187041946,92.15900707794049,46812.55197912603,3311.600839238702,2894.370581464943,77.06781785658393,5.4514547917583815,2023-04-17 20:11:07.400629
161,4.0,429.0,28.41910015443968,93.48433540473522,48917.87442958956,2866.2208388817758,2352.5228921494913,72.75356769035542,1.9808330280865194,2023-04-17 21:11:07.400629
162,4.0,429.0,36.323649329210184,93.57307739812144,54211.24505274196,2961.548104952778,3941.5351872564765,72.15879907036286,7.341148282090836,2023-04-17 22:11:07.400629
163,4.0,429.0,57.87374795490998,93.75060147590779,45424.04741160893,3617.4253257686432,2816.669730845067,70.99353184293888,5.185927691702019,2023-04-17 23:11:07.400629
164,4.0,429.0,46.298248670949064,91.91944715313807,50692.468003234506,2665.1802316440408,2786.7106177809114,78.80627317593337,3.4984695847192073,2023-04-18 00:11:07.400629
165,4.0,429.0,25.210064897524596,98.70731192257355,51884.67717218489,2142.426635965409,3398.9862647086256,75.73966805016165,3.1166715784272245,2023-04-18 01:11:07.400629
